FECHA_INMUNIZACION;EDAD_ANOS;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS;SUM_of_4aDOSIS
02/01/2022;5;5;1;;;
02/01/2022;6;1;5;;;
02/01/2022;7;1;1;;;
02/01/2022;8;;4;;;
02/01/2022;9;2;2;;;
02/01/2022;10;1;1;;;
02/01/2022;11;1;1;;;
02/01/2022;12;;1;;4;
02/01/2022;13;1;1;;1;
02/01/2022;14;;1;;12;
02/01/2022;15;;2;;14;
02/01/2022;16;1;;;15;
02/01/2022;17;;;;22;
03/01/2022;3;2738;385;;;
03/01/2022;4;3111;539;;;
03/01/2022;5;3854;790;;;
03/01/2022;6;1430;1453;;;
03/01/2022;7;659;940;;1;
03/01/2022;8;545;824;;;
03/01/2022;9;519;850;;1;
03/01/2022;10;494;839;;;
03/01/2022;11;478;813;;2;
03/01/2022;12;354;618;;712;
03/01/2022;13;275;509;;884;
03/01/2022;14;195;409;;3061;
03/01/2022;15;191;341;;4113;
03/01/2022;16;153;280;;4300;
03/01/2022;17;152;237;;4911;
04/01/2022;3;2924;658;;;
04/01/2022;4;3356;914;;;
04/01/2022;5;4030;1200;;;
04/01/2022;6;1582;1606;;;
04/01/2022;7;738;990;;;
04/01/2022;8;569;902;;1;
04/01/2022;9;510;862;;;
04/01/2022;10;546;939;;;
04/01/2022;11;476;870;;4;
04/01/2022;12;396;622;;747;
04/01/2022;13;271;510;;888;
04/01/2022;14;224;384;;3326;
04/01/2022;15;210;342;;4435;
04/01/2022;16;164;287;;4413;
04/01/2022;17;158;237;;4663;
05/01/2022;3;2600;317;;1;
05/01/2022;4;2991;410;;;
05/01/2022;5;3664;538;;;
05/01/2022;6;1350;1101;;;
05/01/2022;7;689;785;;;
05/01/2022;8;578;700;;;
05/01/2022;9;515;698;;;
05/01/2022;10;489;678;;;
05/01/2022;11;462;706;;1;
05/01/2022;12;378;525;;655;
05/01/2022;13;256;438;;783;
05/01/2022;14;218;298;;2900;
05/01/2022;15;191;267;;3730;
05/01/2022;16;169;219;;3733;
05/01/2022;17;164;199;;3833;
06/01/2022;3;2420;3622;;;
06/01/2022;4;2671;5029;;;
06/01/2022;5;3149;6598;;;
06/01/2022;6;1272;1387;;;
06/01/2022;7;601;829;;;
06/01/2022;8;475;740;;1;
06/01/2022;9;468;783;;;
06/01/2022;10;457;767;;;
06/01/2022;11;432;743;;1;
06/01/2022;12;315;551;;574;
06/01/2022;13;250;412;;740;
06/01/2022;14;212;354;;2598;
06/01/2022;15;196;289;;3461;
06/01/2022;16;168;254;;3300;
06/01/2022;17;132;200;;3286;
07/01/2022;3;2607;4208;;;
07/01/2022;4;2738;5591;;;
07/01/2022;5;3043;7114;;;
07/01/2022;6;1190;1304;;;
07/01/2022;7;575;804;;;
07/01/2022;8;491;712;;;
07/01/2022;9;427;669;;;
07/01/2022;10;425;637;;;
07/01/2022;11;395;662;;;
07/01/2022;12;319;510;;620;
07/01/2022;13;227;388;;722;
07/01/2022;14;195;344;;2630;
07/01/2022;15;186;273;;3430;
07/01/2022;16;139;204;;3213;
07/01/2022;17;130;186;;2953;
08/01/2022;3;266;258;;;
08/01/2022;4;266;300;;;
08/01/2022;5;267;383;;;
08/01/2022;6;117;121;;;
08/01/2022;7;53;65;;;
08/01/2022;8;46;64;;;
08/01/2022;9;52;55;;;
08/01/2022;10;32;59;;;
08/01/2022;11;41;53;;;
08/01/2022;12;27;38;;50;
08/01/2022;13;23;41;;71;
08/01/2022;14;17;33;;187;
08/01/2022;15;14;33;;294;
08/01/2022;16;16;21;;269;
08/01/2022;17;12;11;;349;
09/01/2022;3;21;11;;;
09/01/2022;4;23;20;;;
09/01/2022;5;18;20;;;
09/01/2022;6;9;9;;;
09/01/2022;7;5;10;;;
09/01/2022;8;11;4;;;
09/01/2022;9;3;2;;;
09/01/2022;10;7;6;;;
09/01/2022;11;9;8;;;
09/01/2022;12;3;7;;7;
09/01/2022;13;5;7;;5;
09/01/2022;14;4;5;;29;
09/01/2022;15;5;1;;54;
09/01/2022;16;3;1;;47;
09/01/2022;17;3;1;;40;
10/01/2022;3;2890;3967;;;
10/01/2022;4;3101;5139;;;
10/01/2022;5;3542;6845;;;
10/01/2022;6;1419;1562;;;
10/01/2022;7;685;901;;;
10/01/2022;8;603;750;;1;
10/01/2022;9;502;805;;;
10/01/2022;10;483;770;;;
10/01/2022;11;482;723;;3;
10/01/2022;12;348;573;;553;
10/01/2022;13;279;437;;673;
10/01/2022;14;237;355;;2225;
10/01/2022;15;208;286;;3148;
10/01/2022;16;162;271;;2955;5
10/01/2022;17;162;218;;2803;11
11/01/2022;3;2535;3478;;;
11/01/2022;4;2709;4704;;;
11/01/2022;5;3067;6250;;;
11/01/2022;6;1262;1541;;;
11/01/2022;7;633;804;;1;
11/01/2022;8;510;728;;;
11/01/2022;9;454;684;;;
11/01/2022;10;423;762;;;
11/01/2022;11;384;666;;2;
11/01/2022;12;308;484;;552;
11/01/2022;13;227;392;;629;
11/01/2022;14;195;356;;2088;
11/01/2022;15;176;275;;2702;
11/01/2022;16;173;205;;2725;9
11/01/2022;17;159;178;;2179;7
12/01/2022;3;2135;3112;;;
12/01/2022;4;2327;4170;;;
12/01/2022;5;2505;5273;;;
12/01/2022;6;1066;1381;;;
12/01/2022;7;536;734;;;
12/01/2022;8;420;609;;;
12/01/2022;9;370;654;;;
12/01/2022;10;398;641;;;
12/01/2022;11;370;638;;;
12/01/2022;12;227;477;;454;
12/01/2022;13;213;372;;530;
12/01/2022;14;193;340;;1618;
12/01/2022;15;148;260;;2330;
12/01/2022;16;140;230;;2281;6
12/01/2022;17;122;206;;1940;4
13/01/2022;3;1977;3125;;;
13/01/2022;4;2064;4177;;;
13/01/2022;5;2310;4958;;;
13/01/2022;6;922;1244;;;
13/01/2022;7;491;692;;;
13/01/2022;8;388;604;;;
13/01/2022;9;344;616;;;
13/01/2022;10;350;598;;;
13/01/2022;11;321;577;;3;
13/01/2022;12;261;463;;398;
13/01/2022;13;189;348;;441;
13/01/2022;14;138;260;;1516;
13/01/2022;15;120;227;;1999;
13/01/2022;16;137;199;;1946;5
13/01/2022;17;112;183;;1753;7
14/01/2022;3;2066;3130;;;
14/01/2022;4;1960;3839;;;
14/01/2022;5;2144;4657;;;
14/01/2022;6;953;1177;;;
14/01/2022;7;461;647;;;
14/01/2022;8;381;519;;;
14/01/2022;9;329;525;;;
14/01/2022;10;296;547;;;
14/01/2022;11;266;462;;1;
14/01/2022;12;223;436;;381;
14/01/2022;13;181;322;;422;
14/01/2022;14;150;271;;1345;
14/01/2022;15;132;217;;1854;
14/01/2022;16;117;167;;1804;4
14/01/2022;17;114;164;;1698;4
15/01/2022;3;231;254;;;
15/01/2022;4;230;305;;;
15/01/2022;5;218;348;;;
15/01/2022;6;95;131;;;
15/01/2022;7;48;65;;;
15/01/2022;8;37;40;;;
15/01/2022;9;28;54;;;
15/01/2022;10;38;51;;;
15/01/2022;11;27;38;;;
15/01/2022;12;27;34;;50;
15/01/2022;13;22;26;;52;
15/01/2022;14;12;35;;155;
15/01/2022;15;22;19;;193;
15/01/2022;16;19;21;;202;1
15/01/2022;17;12;23;;232;
16/01/2022;3;8;11;;;
16/01/2022;4;9;7;;;
16/01/2022;5;14;12;;;
16/01/2022;6;5;5;;;
16/01/2022;7;;2;;;
16/01/2022;8;2;3;;;
16/01/2022;9;3;2;;;
16/01/2022;10;2;4;;;
16/01/2022;11;4;;;;
16/01/2022;12;3;3;;4;
16/01/2022;13;1;1;;3;
16/01/2022;14;2;3;;9;
16/01/2022;15;3;;;12;
16/01/2022;16;3;;;18;
16/01/2022;17;;1;;21;
17/01/2022;3;2393;3071;;;
17/01/2022;4;2411;3951;;;
17/01/2022;5;2661;4941;;;
17/01/2022;6;1198;1342;;;
17/01/2022;7;556;699;;;
17/01/2022;8;489;586;;;
17/01/2022;9;421;592;;;
17/01/2022;10;404;626;;;
17/01/2022;11;393;567;;5;
17/01/2022;12;301;423;;394;
17/01/2022;13;215;348;;500;
17/01/2022;14;186;257;;1371;
17/01/2022;15;147;256;;1902;
17/01/2022;16;148;204;;1893;3
17/01/2022;17;137;193;;1661;2
18/01/2022;3;1939;2341;;;
18/01/2022;4;1971;3160;;;
18/01/2022;5;2225;3712;;;
18/01/2022;6;940;1104;;;
18/01/2022;7;487;600;;;
18/01/2022;8;406;517;;;
18/01/2022;9;357;484;;;
18/01/2022;10;333;505;;;
18/01/2022;11;304;492;;4;
18/01/2022;12;216;414;;339;
18/01/2022;13;177;280;;381;
18/01/2022;14;131;240;;1235;
18/01/2022;15;130;208;;1661;
18/01/2022;16;118;154;;1694;4
18/01/2022;17;104;142;;1439;4
19/01/2022;3;2100;2511;;1;
19/01/2022;4;2011;3133;;;
19/01/2022;5;2249;3843;;;
19/01/2022;6;1046;1162;;;
19/01/2022;7;520;574;;;
19/01/2022;8;440;567;;;
19/01/2022;9;392;538;;;
19/01/2022;10;380;533;;;
19/01/2022;11;328;484;;2;
19/01/2022;12;230;388;;344;
19/01/2022;13;179;312;;408;
19/01/2022;14;165;246;;1229;
19/01/2022;15;160;199;;1841;
19/01/2022;16;115;159;;1747;1
19/01/2022;17;118;167;;1398;2
20/01/2022;3;1732;1888;;;
20/01/2022;4;1691;2358;;;
20/01/2022;5;1914;2789;;;
20/01/2022;6;882;937;;;
20/01/2022;7;455;465;;;
20/01/2022;8;351;444;;;
20/01/2022;9;356;424;;;
20/01/2022;10;283;437;;1;
20/01/2022;11;268;426;;3;
20/01/2022;12;202;311;;329;
20/01/2022;13;162;261;;350;
20/01/2022;14;145;204;;1162;1
20/01/2022;15;121;174;;1554;
20/01/2022;16;86;120;;1406;1
20/01/2022;17;79;133;;1223;1
21/01/2022;3;1677;1340;;;
21/01/2022;4;1595;1746;;;
21/01/2022;5;1639;1962;;;
21/01/2022;6;753;665;;;
21/01/2022;7;420;412;;;
21/01/2022;8;305;314;;;
21/01/2022;9;304;355;;;
21/01/2022;10;259;332;;;
21/01/2022;11;250;320;;2;
21/01/2022;12;171;261;;233;
21/01/2022;13;135;184;;308;1
21/01/2022;14;130;155;;957;
21/01/2022;15;105;141;;1323;
21/01/2022;16;73;122;;1310;
21/01/2022;17;79;97;;1160;2
22/01/2022;3;153;134;;;
22/01/2022;4;139;136;;;
22/01/2022;5;172;176;;;
22/01/2022;6;74;56;;;
22/01/2022;7;37;34;;;
22/01/2022;8;34;27;;;
22/01/2022;9;26;24;;;
22/01/2022;10;22;28;;;
22/01/2022;11;24;28;;;
22/01/2022;12;12;18;;21;
22/01/2022;13;18;19;;32;
22/01/2022;14;14;13;;95;
22/01/2022;15;9;14;;154;
22/01/2022;16;11;11;;132;
22/01/2022;17;10;5;;152;1
23/01/2022;3;6;6;;;
23/01/2022;4;5;4;;;
23/01/2022;5;13;3;;;
23/01/2022;6;5;3;;;
23/01/2022;7;1;2;;;
23/01/2022;8;3;1;;;
23/01/2022;9;1;3;;;
23/01/2022;11;1;3;;;
23/01/2022;12;1;2;;3;
23/01/2022;13;1;3;;1;
23/01/2022;14;1;1;;8;
23/01/2022;15;2;1;;8;
23/01/2022;16;3;;;8;
23/01/2022;17;1;;;11;
24/01/2022;3;2022;1993;;;
24/01/2022;4;1920;2568;;;
24/01/2022;5;1966;2991;;;
24/01/2022;6;962;1019;;;
24/01/2022;7;547;560;;;
24/01/2022;8;406;475;;;
24/01/2022;9;386;453;;;
24/01/2022;10;354;487;;;
24/01/2022;11;309;395;;2;
24/01/2022;12;216;328;;322;
24/01/2022;13;185;286;;330;
24/01/2022;14;139;220;;1038;
24/01/2022;15;126;183;;1449;1
24/01/2022;16;129;170;;1322;3
24/01/2022;17;99;106;;1264;3
25/01/2022;3;1742;2142;;;
25/01/2022;4;1733;2600;;;
25/01/2022;5;1774;3203;;;
25/01/2022;6;880;1106;;;
25/01/2022;7;442;556;;;
25/01/2022;8;354;453;;;
25/01/2022;9;353;486;;;
25/01/2022;10;331;500;;;
25/01/2022;11;305;474;;;
25/01/2022;12;189;334;;289;
25/01/2022;13;178;292;;318;
25/01/2022;14;148;203;;951;
25/01/2022;15;132;209;;1363;
25/01/2022;16;114;160;;1339;1
25/01/2022;17;105;138;;1092;4
26/01/2022;3;1501;1984;;;
26/01/2022;4;1453;2398;;;
26/01/2022;5;1455;2924;;;
26/01/2022;6;734;1065;;;
26/01/2022;7;382;533;;;
26/01/2022;8;317;461;;;
26/01/2022;9;285;422;;1;
26/01/2022;10;279;455;;;
26/01/2022;11;252;448;;;
26/01/2022;12;208;322;;242;
26/01/2022;13;147;237;;282;
26/01/2022;14;129;219;;777;
26/01/2022;15;105;199;;1085;
26/01/2022;16;95;131;;1131;2
26/01/2022;17;83;142;;992;3
27/01/2022;3;1445;1747;;;
27/01/2022;4;1392;2160;;;
27/01/2022;5;1442;2562;;;
27/01/2022;6;693;933;;;
27/01/2022;7;354;503;;;
27/01/2022;8;300;411;;1;
27/01/2022;9;268;430;;;
27/01/2022;10;249;422;;;
27/01/2022;11;238;395;;2;
27/01/2022;12;146;322;;211;
27/01/2022;13;124;259;;260;
27/01/2022;14;105;209;;745;
27/01/2022;15;84;166;;1074;
27/01/2022;16;95;146;;977;3
27/01/2022;17;98;148;;840;4
28/01/2022;3;1408;1366;;;
28/01/2022;4;1246;1620;;;
28/01/2022;5;1310;1941;;1;
28/01/2022;6;641;693;;1;
28/01/2022;7;326;362;;;
28/01/2022;8;248;328;;;
28/01/2022;9;265;310;;1;
28/01/2022;10;242;294;;2;
28/01/2022;11;201;278;;4;
28/01/2022;12;144;217;;190;
28/01/2022;13;111;155;;231;
28/01/2022;14;92;157;;737;
28/01/2022;15;87;117;;939;
28/01/2022;16;79;111;;993;3
28/01/2022;17;80;112;;904;7
29/01/2022;3;150;83;;;
29/01/2022;4;145;118;;;
29/01/2022;5;150;149;;;
29/01/2022;6;69;45;;;
29/01/2022;7;30;24;;;
29/01/2022;8;32;30;;;
29/01/2022;9;22;27;;;
29/01/2022;10;24;24;;;
29/01/2022;11;25;22;;;
29/01/2022;12;23;18;;27;
29/01/2022;13;20;16;;31;
29/01/2022;14;14;10;;92;
29/01/2022;15;10;7;;102;
29/01/2022;16;8;9;;99;
29/01/2022;17;11;10;;128;
30/01/2022;3;5;6;;;
30/01/2022;4;7;7;;;
30/01/2022;5;6;6;;;
30/01/2022;6;1;3;;;
30/01/2022;7;1;2;;;
30/01/2022;8;1;2;;;
30/01/2022;9;2;1;;;
30/01/2022;10;2;3;;;
30/01/2022;11;1;1;;;
30/01/2022;12;1;3;;2;
30/01/2022;13;1;5;;4;
30/01/2022;14;2;1;;11;
30/01/2022;15;;1;;15;
30/01/2022;16;;1;;13;
30/01/2022;17;;;;12;
31/01/2022;3;1748;2012;;;
31/01/2022;4;1592;2415;;;
31/01/2022;5;1763;2899;;;
31/01/2022;6;909;1090;;;
31/01/2022;7;502;529;;;
31/01/2022;8;368;462;;;
31/01/2022;9;320;471;;1;
31/01/2022;10;322;445;;;
31/01/2022;11;284;424;;4;
31/01/2022;12;212;322;;287;
31/01/2022;13;161;258;;292;
31/01/2022;14;141;203;;964;
31/01/2022;15;102;199;;1299;
31/01/2022;16;117;156;;1303;2
31/01/2022;17;91;159;;1197;2
01/02/2022;3;1539;1890;;;
01/02/2022;4;1423;2294;;;
01/02/2022;5;1457;2761;;;
01/02/2022;6;774;1054;;;
01/02/2022;7;437;580;;;
01/02/2022;8;327;462;;;
01/02/2022;9;319;422;;;
01/02/2022;10;269;426;;;
01/02/2022;11;230;442;;3;
01/02/2022;12;173;347;;233;
01/02/2022;13;139;230;;276;
01/02/2022;14;113;220;;858;
01/02/2022;15;94;188;;1155;
01/02/2022;16;86;137;;1077;
01/02/2022;17;72;125;;1090;2
02/02/2022;3;1371;1934;;;
02/02/2022;4;1267;2265;;1;
02/02/2022;5;1274;2711;;1;
02/02/2022;6;675;1019;;2;
02/02/2022;7;345;536;;;
02/02/2022;8;306;465;;;
02/02/2022;9;261;419;;1;
02/02/2022;10;226;410;;1;
02/02/2022;11;234;393;;4;
02/02/2022;12;173;318;;199;
02/02/2022;13;130;256;;237;
02/02/2022;14;107;194;;716;
02/02/2022;15;99;192;;974;
02/02/2022;16;72;151;;956;
02/02/2022;17;67;128;;853;1
03/02/2022;3;1295;1860;;;
03/02/2022;4;1158;1995;;;
03/02/2022;5;1166;2469;;1;
03/02/2022;6;658;960;;;
03/02/2022;7;325;490;;;
03/02/2022;8;293;421;;;
03/02/2022;9;220;482;;;
03/02/2022;10;243;394;;;
03/02/2022;11;215;385;;1;
03/02/2022;12;136;305;;203;
03/02/2022;13;112;236;;229;
03/02/2022;14;91;193;;664;
03/02/2022;15;82;176;;919;1
03/02/2022;16;62;143;;916;2
03/02/2022;17;56;129;;807;1
04/02/2022;3;1167;1931;;;
04/02/2022;4;1109;2098;;;
04/02/2022;5;1023;2412;;1;
04/02/2022;6;531;977;;;
04/02/2022;7;300;481;;;
04/02/2022;8;232;434;;;
04/02/2022;9;186;401;;;
04/02/2022;10;223;407;;;1
04/02/2022;11;182;358;;1;
04/02/2022;12;124;276;;159;
04/02/2022;13;85;215;;221;
04/02/2022;14;83;175;;682;
04/02/2022;15;89;169;;813;
04/02/2022;16;75;139;;882;
04/02/2022;17;59;132;;798;4
05/02/2022;3;104;117;;;
05/02/2022;4;77;130;;;
05/02/2022;5;105;149;;;
05/02/2022;6;56;51;;;
05/02/2022;7;26;33;;;
05/02/2022;8;21;26;;;
05/02/2022;9;25;24;;;
05/02/2022;10;22;28;;;
05/02/2022;11;13;29;;;
05/02/2022;12;8;17;;20;
05/02/2022;13;11;15;;19;
05/02/2022;14;2;23;;61;
05/02/2022;15;3;8;;55;
05/02/2022;16;6;13;;93;
05/02/2022;17;;6;;86;
06/02/2022;3;3;8;;;
06/02/2022;4;6;14;;;
06/02/2022;5;8;5;;;
06/02/2022;6;2;6;;;
06/02/2022;7;2;3;;;
06/02/2022;8;1;3;;;
06/02/2022;9;2;2;;;
06/02/2022;10;3;3;;;
06/02/2022;11;2;2;;;
06/02/2022;12;2;2;;6;
06/02/2022;13;1;4;;4;
06/02/2022;14;1;1;;8;
06/02/2022;15;3;2;;9;
06/02/2022;16;;;;8;
06/02/2022;17;;;;13;
07/02/2022;3;1431;2143;;;
07/02/2022;4;1271;2428;;;
07/02/2022;5;1274;2777;;;
07/02/2022;6;737;1125;;;
07/02/2022;7;389;575;;1;
07/02/2022;8;284;485;;;
07/02/2022;9;286;436;;1;
07/02/2022;10;272;411;;;
07/02/2022;11;241;436;;6;
07/02/2022;12;167;354;;198;
07/02/2022;13;142;284;;241;
07/02/2022;14;97;196;;646;
07/02/2022;15;87;201;;954;
07/02/2022;16;90;116;;956;1
07/02/2022;17;71;150;;879;1
08/02/2022;3;1370;2063;;;
08/02/2022;4;1292;2386;;;
08/02/2022;5;1318;2661;;;
08/02/2022;6;732;1087;;1;
08/02/2022;7;380;547;;;
08/02/2022;8;286;515;;;
08/02/2022;9;261;439;;;
08/02/2022;10;255;417;;;
08/02/2022;11;225;413;;6;
08/02/2022;12;166;321;;235;
08/02/2022;13;142;231;;247;
08/02/2022;14;100;198;;712;
08/02/2022;15;81;177;;920;
08/02/2022;16;93;180;;921;2
08/02/2022;17;59;139;;833;1
09/02/2022;3;1208;1820;;;
09/02/2022;4;1127;1979;;;
09/02/2022;5;1068;2359;;;
09/02/2022;6;614;1009;;;
09/02/2022;7;306;503;;;
09/02/2022;8;243;391;;;
09/02/2022;9;257;412;;;
09/02/2022;10;205;410;;;
09/02/2022;11;206;371;;5;
09/02/2022;12;149;277;;182;
09/02/2022;13;125;242;;187;
09/02/2022;14;90;202;;605;
09/02/2022;15;85;176;;849;
09/02/2022;16;69;121;;812;
09/02/2022;17;72;101;;718;
10/02/2022;3;1156;1752;;;
10/02/2022;4;1030;1899;;;
10/02/2022;5;1040;2113;;;
10/02/2022;6;588;887;;;
10/02/2022;7;326;504;;;
10/02/2022;8;242;403;;1;
10/02/2022;9;259;385;;;
10/02/2022;10;205;370;;;
10/02/2022;11;207;365;;7;
10/02/2022;12;148;279;;183;
10/02/2022;13;96;211;;177;
10/02/2022;14;93;176;;548;
10/02/2022;15;84;136;;763;
10/02/2022;16;78;151;;756;1
10/02/2022;17;72;113;;625;2
11/02/2022;3;1022;1676;;;
11/02/2022;4;930;1743;;;
11/02/2022;5;852;1887;;;
11/02/2022;6;534;861;;;
11/02/2022;7;280;423;;;
11/02/2022;8;215;375;;;
11/02/2022;9;190;323;;;
11/02/2022;10;199;270;;1;
11/02/2022;11;159;287;;2;
11/02/2022;12;115;221;;133;
11/02/2022;13;90;202;;196;
11/02/2022;14;76;158;;540;1
11/02/2022;15;70;146;;730;
11/02/2022;16;53;132;;676;1
11/02/2022;17;62;97;;629;1
12/02/2022;3;91;125;;;
12/02/2022;4;66;128;;;
12/02/2022;5;78;134;;;
12/02/2022;6;43;54;;;
12/02/2022;7;22;28;;;
12/02/2022;8;24;27;;;
12/02/2022;9;15;30;;;
12/02/2022;10;17;19;;;
12/02/2022;11;9;20;;;
12/02/2022;12;12;22;;8;
12/02/2022;13;5;21;;17;
12/02/2022;14;7;17;;53;
12/02/2022;15;9;11;;52;1
12/02/2022;16;6;12;;51;
12/02/2022;17;5;5;;58;
13/02/2022;3;13;11;;;
13/02/2022;4;13;13;;;
13/02/2022;5;10;11;;;
13/02/2022;6;3;4;;;
13/02/2022;7;3;3;;;
13/02/2022;8;4;2;;;
13/02/2022;9;1;2;;;
13/02/2022;10;4;3;;;
13/02/2022;11;1;2;;;
13/02/2022;12;1;3;;4;
13/02/2022;13;2;2;;;
13/02/2022;14;1;5;;7;
13/02/2022;15;2;2;;10;
13/02/2022;16;;1;;7;
13/02/2022;17;3;;;2;
14/02/2022;3;1069;1778;;;
14/02/2022;4;933;1796;;;
14/02/2022;5;901;2065;;;
14/02/2022;6;482;846;;;
14/02/2022;7;299;453;;1;
14/02/2022;8;200;351;;2;
14/02/2022;9;208;318;;1;
14/02/2022;10;171;342;;4;
14/02/2022;11;209;335;;106;
14/02/2022;12;114;281;;156;
14/02/2022;13;88;178;;228;
14/02/2022;14;70;167;;2243;1
14/02/2022;15;62;127;;1377;
14/02/2022;16;44;116;;869;2
14/02/2022;17;58;98;;777;2
15/02/2022;3;1069;1660;;;
15/02/2022;4;882;1779;;;
15/02/2022;5;943;2052;;;
15/02/2022;6;489;848;;;
15/02/2022;7;279;436;;1;
15/02/2022;8;243;382;;;
15/02/2022;9;201;339;;1;
15/02/2022;10;170;360;;3;
15/02/2022;11;156;291;;99;
15/02/2022;12;123;225;;194;1
15/02/2022;13;73;182;;253;1
15/02/2022;14;79;173;;2678;4
15/02/2022;15;62;134;;1558;3
15/02/2022;16;60;120;;1071;2
15/02/2022;17;52;113;;813;1
16/02/2022;3;992;1755;;;
16/02/2022;4;932;1885;;;
16/02/2022;5;867;2090;;;
16/02/2022;6;498;897;;;
16/02/2022;7;274;456;;1;
16/02/2022;8;215;433;;;
16/02/2022;9;230;383;;2;
16/02/2022;10;197;369;;3;
16/02/2022;11;173;313;;93;
16/02/2022;12;125;231;;209;
16/02/2022;13;100;204;;278;
16/02/2022;14;74;156;;2703;3
16/02/2022;15;70;141;;1582;
16/02/2022;16;75;108;;1048;2
16/02/2022;17;65;98;;837;1
17/02/2022;3;964;1624;;;
17/02/2022;4;945;1706;;1;
17/02/2022;5;1002;1974;;;
17/02/2022;6;569;920;;;
17/02/2022;7;312;436;;;
17/02/2022;8;231;365;;;
17/02/2022;9;251;373;;1;
17/02/2022;10;207;361;;;
17/02/2022;11;205;349;;89;
17/02/2022;12;125;218;;174;1
17/02/2022;13;106;181;;258;
17/02/2022;14;84;192;;2581;2
17/02/2022;15;71;137;;1674;2
17/02/2022;16;64;119;;1136;3
17/02/2022;17;51;97;;819;1
18/02/2022;3;1051;1693;;;
18/02/2022;4;970;1688;;;
18/02/2022;5;868;1932;;;
18/02/2022;6;547;860;;;
18/02/2022;7;308;431;;3;
18/02/2022;8;216;345;;1;
18/02/2022;9;202;343;;2;
18/02/2022;10;218;332;;2;
18/02/2022;11;189;307;;70;
18/02/2022;12;136;192;;209;
18/02/2022;13;102;184;;281;
18/02/2022;14;96;161;;2587;
18/02/2022;15;87;147;;1540;1
18/02/2022;16;71;114;;1104;2
18/02/2022;17;53;94;;827;1
19/02/2022;3;73;103;;;
19/02/2022;4;60;138;;;
19/02/2022;5;72;125;;;
19/02/2022;6;40;59;;;
19/02/2022;7;27;38;;;
19/02/2022;8;7;27;;;
19/02/2022;9;14;20;;;
19/02/2022;10;12;18;;2;
19/02/2022;11;11;23;;4;
19/02/2022;12;12;18;;23;
19/02/2022;13;4;16;;23;
19/02/2022;14;3;8;;155;
19/02/2022;15;4;13;;109;
19/02/2022;16;7;5;;72;
19/02/2022;17;5;7;;63;1
20/02/2022;3;2;4;;;
20/02/2022;4;3;6;;;
20/02/2022;5;4;4;;;
20/02/2022;6;1;1;;;
20/02/2022;7;2;;;;
20/02/2022;8;1;3;;;
20/02/2022;10;2;3;;;
20/02/2022;11;;2;;;
20/02/2022;12;1;;;1;
20/02/2022;13;;2;;5;
20/02/2022;14;;1;;8;
20/02/2022;15;;1;;3;
20/02/2022;16;1;;;6;
20/02/2022;17;;1;;7;
21/02/2022;3;1518;1895;;;
21/02/2022;4;1487;1984;;;
21/02/2022;5;1443;2167;;;
21/02/2022;6;856;1060;;;
21/02/2022;7;499;572;;;
21/02/2022;8;362;454;;1;
21/02/2022;9;335;403;;1;
21/02/2022;10;292;409;;5;
21/02/2022;11;276;360;;155;
21/02/2022;12;234;278;;4457;
21/02/2022;13;165;226;;5548;3
21/02/2022;14;133;191;;2876;
21/02/2022;15;115;159;;1900;1
21/02/2022;16;92;125;;1360;6
21/02/2022;17;65;99;;935;4
22/02/2022;3;1445;1885;;;
22/02/2022;4;1367;1960;;;
22/02/2022;5;1375;2306;;;
22/02/2022;6;841;1044;;;
22/02/2022;7;464;570;;1;
22/02/2022;8;369;477;;2;
22/02/2022;9;319;389;;1;
22/02/2022;10;293;420;;5;
22/02/2022;11;270;379;;171;
22/02/2022;12;191;263;;4942;
22/02/2022;13;126;246;;5956;2
22/02/2022;14;115;185;;3036;3
22/02/2022;15;107;158;;1904;2
22/02/2022;16;96;132;;1342;4
22/02/2022;17;70;106;;989;4
23/02/2022;3;1321;1674;;;
23/02/2022;4;1308;1769;;;
23/02/2022;5;1316;2038;;;
23/02/2022;6;836;955;;2;
23/02/2022;7;447;544;;;
23/02/2022;8;332;470;;;
23/02/2022;9;332;386;;2;
23/02/2022;10;296;396;;7;
23/02/2022;11;265;347;;134;
23/02/2022;12;175;277;;4748;1
23/02/2022;13;153;207;;5546;2
23/02/2022;14;113;172;;2964;
23/02/2022;15;104;148;;1797;
23/02/2022;16;80;123;;1301;3
23/02/2022;17;57;93;;880;2
24/02/2022;3;1351;1754;;;
24/02/2022;4;1396;1967;;;
24/02/2022;5;1361;2055;;;
24/02/2022;6;844;1061;;6;
24/02/2022;7;466;603;;7;
24/02/2022;8;372;517;;4;
24/02/2022;9;317;450;;9;
24/02/2022;10;330;417;;12;
24/02/2022;11;268;381;;140;
24/02/2022;12;182;276;;4377;
24/02/2022;13;144;195;;4888;1
24/02/2022;14;93;139;;2945;1
24/02/2022;15;74;138;;1761;1
24/02/2022;16;88;137;;1230;3
24/02/2022;17;62;100;;830;2
25/02/2022;3;1420;1776;;;
25/02/2022;4;1412;2003;;;
25/02/2022;5;1378;2089;;;
25/02/2022;6;899;1058;;4;
25/02/2022;7;464;611;;5;
25/02/2022;8;366;472;;4;
25/02/2022;9;336;390;;3;
25/02/2022;10;287;429;;2;
25/02/2022;11;250;384;;144;
